Unnamed: 0,sentence,sentence_length
12993,ingo kober stated that some nations had stronger intellectual property rights than others,77
12994,russian investigators stated that the british company was a cia cover,59
12995,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia,118
12996,russia would not hesitate to increase military strength along russian borders if the need arises,82
12997,the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs,110
12998,a bombing occurred in afghanistan but police have not yet stated who is responsible,70
12999,the cyber attacks follow russian military strikes launched against georgia late last week,77
13000,the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia particularly after the withdrawal of ethiopian forces,153
13001,un experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site,108
13002,methamphetamine is also known as ice,31
13003,the global community must cooperate to end illicit trade of small arms and light weapons,74
13004,religious extremism continues in pakistan despite the banning of militant groups by the pakistani government,94
13005,antonov spoke the day before a conference on the conventional forces in europe treaty,72
13006,myanmar was formerly called burma,29
13007,these human rights violations include summary executions torture and the recruitment of child,81
13009,alstom is competing against japanese company shinkansen and german company ice for the contract,82
13010,russia is a member of the nsg,23
13011,the drug has been around in other forms for years,40
13012,violence continues despite conflicting opinion on the extent of damage suffered by the rebel groups,85
13013,russia suspended its participation in a key european arms control treaty that governs deployment of troops in europe,99
13014,the osce meeting was held in madrid,29
13016,china is an important force for promoting world development,51
13017,north korea denies involvement in any syrian nuclear project,52
13018,the islamic republic is the most prolific applier of the death penalty in the world after china,79
13019,at un assembly chinese government urges increased efforts toward global arms control and disarmament,87
13020,kashmir is claimed by both india and pakistan,38
13021,china has always opposed the proliferation of weapons of mass destruction,63
13022,a breakdown of order in china will be worse than in afghanistan or yugoslavia,64
13023,north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on,87
13024,the us and allies have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program,102
13025,north korea is a reclusive state,27
13026,it presents a major threat to global security,38
13027,syrian and russian officials signed an agreement of cooperation in combating drug trafficking,81
13028,russia imprisons people without evidence of illegal activity,53
13029,khoramabad is a city in western iran,30
13030,the international atomic energy agency plan draws out negotiations for many months,71
13031,britain provides fuel tanks and gearboxes,36
13032,capital offences in iran include murder rape armed robbery serious drug trafficking and adultery,83
13033,us secretary of state condoleezza rice demanded russia withdraw its forces,64
13035,withdrawal from the conventional forces in europe treaty would allow russia to bolster forces near russian borders,98
13036,fan stated the commission will ensure the commitments are upheld once the investments are under way,84
13037,spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe,161
13038,the statement was posted on the kremlin web site and carried by state news agencies,69
13039,syria denies the existence of an undeclared nuclear program,51
13040,the international institute for strategic studies is located in london,61
13041,the iranian government says the nuclear program is peaceful,51
13042,donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail,79
13043,lima is the capital of,18
13044,the official spoke on condition of anonymity,38
13046,the plan for nigeria and mozambique is the creation an electronic database for real estate,76
13047,russian officials stated that russia will not reconsider the suspension,62
13048,arms smugglers and drug cartels abet terrorists,41
13049,officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin,181
13050,the poppies yielded the raw ingredient for heroin,42
13051,south korea has so far taken a cautious stance on the issue of the north korean nuclear reactor project,85
13052,many of the people executed are hanged in public,40
13053,the cfe is a cornerstone of european security,38
13054,indian troops already fighting rebels are now also engaged in a massive operation to destroy poppy crops in kashmir,97
13055,drug traffickers from foreign countries constitute the largest percentage of foreign inmates in nepal,88
13056,the court accused raghad saddam hussein of funding terrorism,52
13057,the vietnam news agency reported that the ministry of public security stated that police admitted that drug trafficking into vietnam is increasing but actions to prevent and stop the drug trafficking along the borders remained limited,199
13058,the united states and other nato members have refused to do ratify the updates cfe,68
13059,this is the last chance to build security in the middle east based on trust and cooperation rather than on the possession of nuclear arms,113
13060,hong kong universities have collaborated with tertiary education business and government sectors of mainland china to direct training programs and research centers to promote research commercialization and technology transfer,197
13061,the statement did not specify how many warheads the missile can carry,58
13062,nicaragua has not reconciled how to approach the anniversary of the sandinista revolution,77
13063,estonian officials stated that the attacks originated in russia,55
13064,bulgarian police arrest head of drug trafficking group,47
13065,ozawa said that if japan rises to the occasion then japan will never be beaten even in terms of military power,90
13066,syria has signed the nuclear nonproliferation treaty and has allowed agency experts to inspect its only known nuclear facility,108
13067,france is a leader in the european space agency,39
13068,myanmar has a military junta,24
13071,durban port authorities and police explosives inspectors could not be reached for comment,77
13072,china stressed that opposition of weaponization and an arms race in outer space,67
13074,illegal arms trafficking has increased in kenya and raised concern about security,70
13075,mohanty stated that the upgrade will be done soon as it has almost been finalised by the defense research and development organisation hindustan aeronautics limited and the indian air force,160
13076,elbaradei was quoted as saying that a peace deal between israel and its arab neighbors must be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region,175
13077,afghan drug trafficker was caught in tajikistan,41
13078,wen stated that the purpose of his visit to germany is to advance trade economic and technological exchanges,91
13079,defense chiefs from estonia latvia lithuania germany italy spain and slovakia signed the agreement,85
13080,bam is a city in southeastern,24
13081,putin warned that russia would take retaliatory actions,48
13082,china has stated that the united states pressure on china to stop and search north korean ships could trigger military clashes,106
13083,some of the accused will also be charged with money laundering tax evasion and corruption,75
13084,the killers escaped,17
13086,the resolution says that the high level of readiness increases the risk of the use of such weapons and that the unintentional or accidental use would have catastrophic consequences,152
13088,the area near town of mirjaveh has been the scene of frequent conflicts between iranian police and drug smugglers,95
13089,physicist valentin danilov was found guilty of selling classified information on space technology to china,92
13090,the abductee support group will use the survey to press parliament to pass new laws,69
13092,grenell is spokesman for the us mission to the united nations,51
13093,governance institutions have been ineffective for a long time in somalia,62
13095,nato considers cyber attacks a growing threat to military and civilian computer networks,76
13096,abe urged more assertive foreign policy for japan and the international community,70
13097,iran is an islamic republic ,23
13098,iran lies on a major drug trafficking route between afghanistan and europe as well as the persian gulf states,91
13099,the us plans have angered the russian government,41
13100,the north korean government stated if the south korean government participates in the proliferation security initiative program it would result in unspecified catastrophic consequences,161
13101,tibet suspects chinese government of launching the attack,50
13102,the western governments include the united states and france,52
13103,afriforum stated that the group would organize protests along the route to zimbabwe,71
13106,the opposition japanese communist party was against the bill proposing the new law,70
13107,some officials stated the task would be difficult for asean members because of varied legal and political systems,96
13108,the cfe treaty is a key european arms control treaty,43
13109,the united states said it would stand up to nuclear blackmail and has ruled out negotiations,77
13110,china is a permanent member of the un security,38
13111,north korea is currently in the process of dismantling its nuclear weapons program,70
13112,spokesman for the swiss justice ministry folco galli stated that the extradition conditions stipulate that mejri can only be prosecuted on a single charge of falsifying documents for which italian authorities could provide sufficient evidence to prosecute,219
13113,the attacks occurred after a dispute between the governments of russia and estonia over the relocation of a soviet war memorial,107
13114,israel remains outside the treaty,29
13115,warned that russia would withdraw from the treaty if western nations refuse to ratify its amended version,89
13116,this was particularly after ethiopia withdraws its forces,50
13117,the rapist was identified as hossein safarlou and had also been convicted of drug trafficking,79
13120,the international atomic energy agency is based in,43
13121,the official stated that this was a complete technology transfer,55
13124,lugar and nunn awarded the prime minister a medal,41
13125,russian military officials stated the decision would depend on whether the united states proceeds with its plan to deploy missile defense components in poland and the czech republic,154
13127,there is much work to be done,23
13128,the report urged belgium to begin immediate talks with india in order to prevent future weapons sale to myanmar,93
13130,saudi arabia is an absolute monarchy and has a consultative council appointed by the government,81
13132,a visit to libya by the russian foreign minister was announced,52
13133,north korea should not act further to aggravate the situation,52
13134,Explosion hits pipeline as Assad attacks cities,41
13135,NATO soldier killed in S Afghanistan,31
13136,US Supreme Court issues split ruling on Arizona immigration law,54
13137,NATO Leaders Commit to Afghanistan Transition,40
13138,Australian PM defiant under pressure over leadership,46
13139,Obama says clear rules needed to calm South China Sea,44
13140,Free Syrian Army moves headquarters from Turkey to Syria,48
13141,Greece secures biggest debt deal in history,37
13142,Julian Assange Plans to Run for Australian Senate,42
13143,Sandusky found guilty in child sex abuse trial,39
13144,Putin Annan meet on Syria crisis,27
13145,Saudi Women Allowed To Compete At Olympics,36
13146,Tropical Storm Joyce forms stays in open Atlantic,42
13147,Third man arrested in Savile sex abuse probe,37
13148,Romney names Ryan as running mate,28
13149,Stocks edge higher after Greek debt deal,34
13150,Suicide bombers attack Yemen military posts,38
13151,Three NATO troops killed in one day in Afghanistan,42
13152,Moscow protest against Vladimir Putin smaller and quieter,50
13153,Two British soldiers killed by Afghan policeman,41
13154,Two UK Soldiers Killed In Afghanistan,32
13155,Abbas proposed as PM in interim unity government,41
13156,Lance Armstrong plots strategy after loss of titles,44
13157,Polls open in France for presidential election,40
13158,Reopen Madeleine case police urge,29
13159,Gunman kills six in shooting at Sikh temple in Wisconsin,47
13160,Probe into motor insurance market,29
13161,AU forces intensify attack on Somali rebels,37
13162,US Navy Jet Crashes into Apartment Block,34
13163,Woman dies after cliff collapses in Dorset,36
13164,US and Turkey Tighten Coordination on Syria,37
13165,Journalists smuggled out of Homs,28
13166,New rules for US Secret Service,26
13167,British Christians take complaints to European court,46
13168,Turkey seeks to relocate some Syrian refugees,39
13169,Three al Qaeda suspects arrested in Spain,35
13170,Hezbollah says it sent drone over Israel,34
13171,Free Syrian Army captures Syrian officers,36
13172,Doctor treating Aurora shooting suspect had medical reprimand,54
13173,US school bans hugging,19
13174,Tsunami warning after Canada quake,30
13175,China stocks open lower Friday,26
13176,Tunisia lifts curfew after riots,28
13178,Soldier killed in Afghanistan blast,31
13179,Local Militia Bolsters Islamist Militants in Mali,43
13180,Opening ceremony gives Olympics a rocking start,41
13181,Capello resigns as England manager,30
13182,Four Palestinians killed in IAF strike,33
13183,Pakistan convoy heads to protest US drone strikes,42
13184,Hurricane Sandy gains speed batters US east coast,42
13185,Sarkozy to sue after Gaddafi cash claim bursts into campaign,51
13186,Supreme Court possibilities if Romney wins election,45
13187,Venezuela mourns oil refinery blast deaths,37
13188,Strong earthquake strikes near Acapulco,35
13189,Russia China in double veto of UN Syria resolution,42
13190,UN orders global sanctions against Haqqani network,44
13191,Foreign militants killed in Somalia in strike on car,44
13192,Saudi Arabia arrests suspected militants state media reports,53
13193,Hurricane Sandy takes aim at US East Coast,35
13194,Chicago teacher strike poses test for unions,38
13195,Four men admit London bombs plot,27
13196,Israel attacks in Gaza Strip after rocket fire,39
13197,Rupert Murdoch set for second day of grilling,38
13198,Barclays boss falls to rate fixing scandal,36
13199,Teenage Tibetan monk dies after setting himself on fire in China,54
13200,Gusmao powers on in East Timor,25
13201,UN monitors unable to reach site of Syria killings,42
13202,Turkish army stages tank exercises near Syria border,45
13203,Brother of EastEnders actress Gemma McCluskie is charged with her murder,62
13204,Polls open across France in presidential election,43
13205,Libyan militia takes control of Tripoli airport,41
13206,Clinton warns Kenya on cost of election unrest,39
13207,Arkansas Justices Strike Down Death Penalty,38
13208,Mandela Discharged From Hospital,29
13209,NZ to increase exports to China,26
13210,Muslims torch Buddhist temples,27
13211,Six Police Officers Killed in Attacks in Dagestan,42
13212,Pope rips into dissident priests on celibacy,38
13213,Romney in comeback has narrow Maine caucus win,39
13214,Hurricane Sandy moves towards US,28
13216,Syria launches ground assault in Aleppo,34
13217,Security personnel killed in Pakistan raid,37
13218,US stocks slip on Wall Street as Greek talks drag on,42
13219,Romney to tap Ryan as vice presidential running mate,44
13220,NATO helicopter makes hard landing in E Afghanistan,44
13221,India allows Pakistan investment,29
13222,NATO Soldier Killed in Afghan Blast,30
13223,Nadal through to seventh French Open final,36
13224,Russia Ukraine foiled plot to kill Putin report says,44
13225,Putin wins disputed Russian presidential election,44
13226,Obama takes offensive against Romney in debate,40
13227,Thousands gather in Moscow for rival rallies,38
13228,Google appoints Dennis Woodside to run Motorola Mobility,49
13229,Strong quake hits eastern Indonesia,31
13230,Syrians hold solution to Syria crisis,32
13231,Salvador Dali painting snatched in NYC,33
13232,US UK Set to Agree Emergency Oil Stocks Release,39
13233,Eurozone unemployment at record high in June,38
13234,French Socialists win absolute parliament majority,45
13235,Second Islamist hunger striker dies in a Tunisian prison,48
13236,Romney eyes US Republican primary endgame,36
13237,Hall of Fame beckons for Capriati,28
13238,Ictu Ibec in move on airline strike,29
13239,Barclays hit by fresh US probe,25
13240,Closed roads in Armenia,20
13241,EU imposes new sanctions on Syrian regime,35
13242,Bahrain race goes ahead amid unrest,30
13243,Chinese stocks open mixed Wednesday,31
13244,Sheryl Crow Has a Benign Brain Tumor,30
13245,Afghan parliament approves US partnership,37
13246,Israeli Palestinian negotiators meet in Jordan,41
13247,US astronaut Neil Armstrong dies,28
13248,Joachim Gauck elected as German president,36
13249,Santorum wins Kansas caucuses,26
13250,WA man arrested in police drug raid,29
13251,Fla Democrats want extended early voting hours,40
13252,British Warship Sets Sail for Falklands,34
13253,Progress reported in Palestinian prisoner hunger strike talks,54
13254,US Marines killed in base attack,27
13255,US helping get arms to Syria rebels,29
13256,UN observers reach Syria massacre village,36
13258,Obama Romney compete for undecideds stoke base,40
13259,BBC Director General Resigns amid Newsnight Scandal,45
13260,Rick Santorum notches a victory in Kansas caucuses,43
13261,Egyptian Christians choose new pope,31
13262,US Pledge to Rebuild Haiti Not Being Met,33
13263,Tokyo stocks open lower,20
13264,WikiLeaks Releasing Trove of Syria Documents,39
13265,Jordan biased over Palestinians from Syria,37
13266,Israel among top arms exporters and importers,39
13267,Somali MPs to elect new president,28
13268,Tense calm returns to south Tel Aviv,30
13269,Five things to watch in the presidential debate,40
13270,S Sudan accuses Sudan of bombing in blow to talks,40
13272,Syria demands written guarantee for troop pullback,44
13273,Minn Terminal Reopens After Bag Causes Evacuation,43
13274,Westwood in front a Dubai Desert Classic,34
13275,Chavez set for more radiotherapy in Cuba,34
13278,Clinton Warns Against Undermining Grameen Bank,41
13279,US closes embassy in Damascus due to Syria violence,43
13280,Iron Dome intercepts two rockets fired at Beersheba,44
13281,Mali Islamists destroy more holy Timbuktu sites,41
13282,Chinese stocks open higher Thursday,31
13283,Nintendo trims red ink lowers forecast for year,40
13284,Romney has narrow Maine caucus win,29
13285,Repsol blasts Argentina over oil nationalization,43
13286,Larry Page says Android important not critical,40
13287,Iran MPs say ready to ban oil exports to some EU states,44
13288,At Least Six Dead in Pakistan Gunfight,32
13289,Iranian painter Mansoureh Hosseini dies,35
13290,Israeli president released from hospital,36
13291,Jaya Prada likely to join BJP Amar Singh to decide for her,47
13292,Obama urges Europe to act quickly on crisis,36
13293,Choc powder recalled over salmonella concerns,40
13294,Obama Romney prepare to debate,26
13295,Kidnapped UK aid worker killed in Pakistan,36
13296,Five NATO soldiers killed in Afghanistan,35
13297,BBC faces questions for pulling Savile case,37
13298,Eurozone unemployment hits record high,34
13299,James Murdoch quits role at BSkyB,28
13300,UN team investigates Syrian massacre,32
13301,Strong Italy Quake Kills at Least Six,31
13302,Osama Bin Laden movie to be filmed in India,35
13303,Egyptians go to polls in historic election,36
13304,JetBlue pilot who caused disruption on flight not guilty,48
13305,Tsunami warning after Aceh quake,28
13306,US transfers Bagram prison to Afghan control,38
13307,Jeremy Hunt clings on as SpAd quits over News Corp emails,47
13308,Obama Secret Service agents sent home,32
13309,Blitzbokke beaten by NZ,20
13310,Team Anna yet to decide on contesting state polls,41
13311,Sex attack on woman investigated,28
13312,Eight more bodies found on ship,26
13313,Thoughts on race relations under a black president,43
13314,Bairstow hits ton in India tour match,31
13315,Nigeria police make arrests after college massacre,44
13316,Focus Shifts to Greece After Spain Secures Bank Bailout,47
13317,Heavy fighting reported in Damascus,31
13318,The Hunger Games breaks US box office record,37
13319,British Soldier Killed In Afghanistan,33
13320,Spanish dilemma gets more acute,27
13321,Romney wins Maryland Republican primary,35
13322,Russian court to rule in Pussy Riot trial,34
13323,Israel bars German author Grass over poem,35
13324,US says saddened by shooting on Afghan civilians,41
13325,Russia tells Syria chemical arms threat is unacceptable,48
13327,Syria peace dashed as deadline passes,32
13328,Clashes erupt as Greek vote nears,28
13329,Chinese activist renews call to fight injustice,41
13330,Mursi sworn in as Egyptian president,31
13331,Aid workers freed in Afghanistan raid,32
13332,Spate of Iraq attacks kill at least six,32
13333,Pakistan demolishes Osama bin Laden hideout,38
13334,Sudan accuses Israel of airstrike on arms factory,42
13335,Negotiators reach deal on Congress payroll tax cut bill,47
13336,Tropical Storm Isaac threatens dam,30
13337,Stocks rise on hopes for a Fed stimulus,32
13338,Asia stocks fall ahead of Greek debt deal deadline,42
13339,Isaac nears Haiti with homeless quake population,42
13340,Mauritanian president shot at,26
13341,Man sets self afire outside Breivik trial,35
13342,Putin claims victory in presidential vote,36
13343,Clinton a tough act for Obama to follow,32
13344,Romney chooses Ryan as GOP running mate,33
13345,European Ministers Are Poised to Approve Greek Rescue,46
13346,Killer may have filmed France school shooting,39
13347,Suicide bomber targets Nigerian church,34
13348,Malaysia to extradite Iranian for attack on Israelis,45
13349,Israel reaches deal with Palestinian hunger strikers,46
13350,Libyans transfer weapons to army,28
13351,Archbishop of Canterbury to step down amid rifts,41
13352,George Zimmerman to be charged in Trayvon Martin case official says,57
13353,Penn State football slammed with NCAA sanctions,41
13354,Girl accused of burning Koran bailed,31
13355,UN concerned at possible Syria chemical weapons,41
13356,Indonesian president to visit Australia,35
13358,Miami Heat clinches NBA Championship,32
13359,Japan switches off last nuclear power plant this weekend,48
13360,Ryanair chief hails report findings,31
13361,NATO Soldier Killed in Afghanistan,30
13362,Romney leads Santorum in GOP Super Tuesday contests,44
13363,ArQule stock plunges as lung cancer study shelved,42
13364,Three killed in horror crash are named,32
13365,Two American Officers Murdered As Afghan Unrest Continues,50
13366,Obama addresses Secret Service scandal,34
13367,Japan marks one year since quake and tsunami disaster,45
13368,Syrian PM defects to Jordan,23
13369,Peace lies over the South China Sea,29
13370,Senior journalist killed in Pakistan,32
13371,SpaceX Dragon Docks With International Space Station,46
13372,Million Muppet March planned to defend US backing for PBS,48
13373,Syrian Opposition Council to Establish Envoy in France,47
13374,GOP presidential hopefuls clash in Southern races,43
13375,Rodney King death ruled accidental,30
13376,British Red Cross doctor kidnapped in Pakistan found beheaded,53
13377,Afghans US sign deal on night raids,29
13378,Pussy Riot verdict greeted with defiance,35
13379,Activists storm Syria embassy in Kuwait,34
13380,Key wants Waitangi marae visit to stay,32
13381,When an ally declines,18
13382,RBA delivers another rate cut,25
13383,Obama to meet Batman gun victims,27
13385,UN Assembly to Vote on Syria Resolution,33
13386,Libyan assembly rejects new cabinet dismisses PM,42
13387,Lesser of two evils triumphs in Super Bowl,35
13388,Four injured in motorway crash,26
13389,Dozens killed in Kenyan clashes,27
13390,Second day of Egyptian presidential election,39
13392,Armstrong standing down from Livestrong,35
13393,Chinese stocks higher at midday Friday,33
13394,Syria opposition unites as Israel fires warning shots,46
13395,Syrian forces bombard Homs Lavrov arrives for talks,44
13396,Egyptian election result delayed,29
13397,EU Moves Closer to New Iran Sanctions,31
13398,Dozens arrested in Russian TV tower protest,37
13399,Senior US general linked to Petraeus scandal,38
13400,Chinese stocks gain at midday Monday,31
13401,N Korea vows to expand nuclear deterrent,34
13402,Maldives president quits after weeks of protest,41
13403,US Navy Jet Crashes Into Virginia Apartment Buildings,46
13404,US stocks open higher despite GDP miss,32
13405,Major snowstorm barrels down on Central Plains,40
13406,Chicago teen arrested in Chicago car bomb plot,39
13407,Syrian Regime Bids To Retake City Of Aleppo,36
13408,Commerce secretary to take leave of absence,37
13409,Wall Street Ends Mixed,19
13410,Oil prices rise on hopes for stimulus,31
13411,Stock index futures signal early losses,34
13412,Man charged with murder in flat,26
13413,US waives riders for Pak aid,23
13414,Drone strike kills four suspected militants in Pakistan,48
13415,Syrian rebels retreat from besieged Homs district,43
13416,Assad Accuses US of Fueling Syrian Uprising,37
13417,Iran and world powers set for nuclear talks,36
13418,Turkey scrambles jets to Syrian border,33
13419,Two year doping ban for Contador,27
13420,China rocked by twin earthquakes,28
13421,Red Cross negotiating Syria ceasefire to bring aid,43
13422,Syrian forces rebels clash near Turkey,33
13423,German parliament endorses Greek bailout,36
13424,Bombings clashes as Syria opposition seeks arms,41
13425,Burma activists say go slow on easing sanctions,40
13426,Indonesia police shoot dead suspected militants in Bali,48
13427,Romney concedes election to Obama in phone call,40
13428,MP Sachin Tendulkar says no to govt bungalow,37
13429,Romney wins Illinois primary,25
13430,Yahoo names Google exec Mayer as CEO,30
13431,US soldier accused of killing Afghan civilians identified,50
13432,US designates Haqqani network as terrorists,38
13433,Button boasts best time after first practice,38
13434,Rangers voted into third division,29
13435,Newark mayor rescues neighbor from burning house,42
13436,A day of rage in Bahrain,19
13437,Funeral set for Ohio shooting victim,31
13438,Somalia lawmakers to vote for new president,37
13439,May Day marked by protests against austerity cuts,42
13440,Rebels kill two park rangers in eastern Congo,38
13441,Hurricane Sandy reaches Jamaica,28
13442,Remarks With Foreign Minister Koichiro Gemba,39
13443,Obama aide holds talks in China after Syria veto,40
13444,Weak earnings drag stocks lower on Wall Street,39
13445,US Friends of Syria recognise opposition as sole representative,55
13446,Weiner shrugs off latest online sex scandal,37
13447,Indian PM snubs Commonwealth summit,31
13448,Syria military police chief defects to rebels,39
13449,White House backs gay marriage,26
13450,Seven foreign workers kidnapped in Nigeria,37
13451,Swiss tourist gang raped in India say police,37
13452,Palestinians clash with security forces in W Bank,42
13453,Israel launches airstrike into Syria,32
13454,Keita Wins Mali Presidential Election,33
13455,Carney sets high bar to changes at Bank of England,41
13456,Suicide bombers attack US base in Afghanistan,39
13457,Afghan District Governor Defects To Taliban,38
13458,David Beckham retires from football,31
13459,Former first lady Barbara Bush leaves hospital,40
13460,Michael Schumacher still in a coma fighting for his life following skiing accident,70
13461,Eleven killed in China police station attack,38
13462,Bradley Cooper in talks to play Lance Armstrong in biopic,48
13463,EU ministers hold crisis talks over horse meat scandal,46
13464,Thai opposition announces election boycott,38
13465,Central African Republic President PM stepping down,45
13466,California wildfire grows but officials say fire crews making progress,61
13467,George W Bush weighs into immigration debate,38
13468,Mandela hospitalised after he stops talking,38
13469,South Korea confirms that North Korea has conducted controversial third nuclear test,73
13470,Hundreds fall sick in Bangladesh factory,35
13471,Ten killed in Russia coal mine blast,30
13472,Thai protesters storm army headquarters,35
13473,Israel launches new airstrike against Syria,38
13474,Police fire tear gas at protesters in Cairo,36
13475,Egypt opposition mulls response to Morsi dialogue call,47
13476,Islamists attack Malian troops in Gao,32
13477,Britain loses bid to deport radical cleric Abu Qatada,45
13478,Russian parliament to consider ban on US adoptions,43
13479,Gunshots explosions rock Thai protest day ahead of polls,48
13480,North Korea vows to restart nuclear facilities,40
13481,Zimmerman pulled over in Texas for speeding given warning,49
13482,Russia China Concerned About Israeli Airstrikes in Syria,49
13483,US allies get help to repel Iranian computer attacks,44
13484,China stocks close higher on Wednesday,33
13485,Dolce and Gabbana Fined in Italian Tax Case,36
13486,EU to train Mali army to fight northern Islamist militants,49
13487,Spain turning back the clock on siestas,33
13488,Syria Loads Chemical Weapons into Bombs Awaiting Assad Order,52
13489,US says Syria may have used sarin gas in chemical weapons,47
13490,Jenni Rivera Mexican music star dies in plane crash,43
13491,British PM pushes Sri Lanka on war crimes,34
13492,Rouhani leads in initial Iran count,30
13493,Politicians in flag violence talks,30
13494,Indian rape victim dies in Singapore hospital,39
13496,Egypt bracing for massive protests,30
13497,Britain summons Israeli envoy over settlements,41
13498,Navy panel urges ouster of officer who faked death,42
13499,Turkish Prime Minister signals return to hardline on protesters,55
13500,Iraq backs Egypt crackdown on Mohamed Morsi supporters,47
13501,Russia gives initial approval to adoption ban,39
13502,Hrithik Roshan Sussanne to divorce,30
13503,Thousands protest gay marriage in France,35
13504,Obama puts Syria strike on hold,26
13505,Workers protest after Bangladesh building collapse,45
13506,Missing cruise passenger is a NSW ambo,32
13508,Snowden releases first Russia video,31
13509,Chinese shares close higher Friday,30
13510,Rafa Nadal to miss Australian Open,29
13511,Boy Scouts of America delays vote on lifting ban on gays,46
13512,Joran Van Der Sloots Plans To Get Married In Peru Prison,46
13513,Two Palestinians Killed in an Israeli Air Strike on Gaza,47
13514,Jesse Jackson Jr Wife to Plead Guilty to Fraud,38
13515,US expels Venezuelan diplomats,27
13516,Stuart Hall Admits Sex Assaults On Children,37
13517,Stocks to watch at close on Thursday,30
13518,Report of two explosions at finish line of Boston Marathon,49
13519,Italian journalist picked as presidential candidate,46
13520,Obama meets Zuma and pays tribute to Mandela,37
13521,US Senate set to vote on gun control bill,33
13522,Syria talks agree military aid to rebels,34
13523,Series of deadly attacks strikes Iraq,32
13524,Egypt president declares state of emergency in three cities,51
13525,Turkish police fire teargas at protesters in Istanbul,46
13526,Briton among dead in Kabul suicide attack,35
13527,Alleged cop killer died from gunshot,31
13528,Car Bomb Hits Swedish Consulate in Benghazi None Hurt,45
13529,Musharraf arrested in Pakistan,27
13530,Iran Nuclear Talks in Geneva Spur High Hopes,37
13531,Thai protesters block polling stations in Bangkok,43
13532,NATO says North Korea nuclear test is grave threat to world peace,54
13533,North Korea Confirms Third Nuclear Test,34
13534,Israelis Palestinians begin talks,30
13535,US Air Force helicopter crew killed in British crash,44
13536,Malaysia detains Australian lawmaker at airport,42
13537,Russia invites Syrian opposition for talks,37
13538,Egyptians Vote On New Constitution,30
13539,Car bomb hits Libyan Foreign Ministry in Benghazi,42
13540,Syria talks for Cameron and Putin,28
13541,Nato solider dies in Afghanistan,28
13542,Most French support military operation in Mali,40
13543,Egyptians vote on constitution change,33
13544,Senate leaders appear close to US debt ceiling deal,43
13545,Japan urges US to quickly handle budget deadlock,41
13546,Senate Judiciary Committee nearing final big decisions in shaping immigration bill,72
13547,Man arrested on suspicion of murder after stabbing in Suffolk,52
13548,UN chief presses for major boost in Syrian aid,38
13549,Stocks slump on Wall Street,23
13550,Protests and appeals for calm after Zimmerman acquitted of Trayvon Martin murder,69
13551,NSA whistleblower Edward Snowden leaves Hong Kong on flight to Moscow,59
13552,All Eyes on Capriles as Venezuela Election Set,39
13553,N Korea looks set to delay controversial rocket launch,46
13554,Gates blast rocks Obama administration,34
13555,Brooks pleads not guilty at phone hacking hearing,42
13556,Obama pledges to make new health care law work,38
13557,Fresh rain brings more flooding,27
13558,Thousands protest gay marriage in Paris,34
13559,Iran nuclear talks start in Geneva,29
13560,Thai protesters besiege more ministries,35
13561,Obama encourages Boy Scouts to end ban on gays,38
13562,Gun battles in Central African capital create fresh panic,49
13563,Germany ready to help Syria chemical mission,38
13564,David Beckham Retires From Football,31
13565,Libya closes borders declares martial law in south,43
13566,Lara plans visit to Nepal,21
13567,Blizzard wallops US Northeast closes roads,37
13568,Cameron loses parliamentary vote on Syria military action,50
13569,Egypt freezes Muslim Brotherhood funds,34
13571,Tony Abbott Sworn In As Australia PM,30
13572,Assembly meets amid Chavez crisis,29
13573,Syria opposition agrees to talks,28
13574,Ukraine protesters topple Lenin statue,34
13575,Kabul Bank Heads Sentenced for Corruption,36
13576,US drone strike kills seven in North Waziristan,40
13577,Train service disrupted between Raffles Place and Marina Bay,52
13578,China police seek eight suspects over crash,37
13579,Kerry postpones visit to Israel in one week,36
13580,EU jobless hits fresh record,24
13581,Bailout terms prompt run on Cyprus banks,34
13582,Americans scramble to sign up for Obamacare by deadline,47
13584,State Dept security chief resigns after Benghazi,42
13585,NRA official to face questions for first time since controversial remarks,63
13586,Honduras ambassador resigns after alleged embassy orgy,48
13587,Three Afghans dead in new blast at US base in east Afghanistan,51
13588,Asian markets lifted by positive US China data,39
13589,Suicide bomber kills guard at US embassy in Turkey,42
13590,Dozens injured as Morsi supporters clash with security forces,53
13591,Pistorius officer on attempted murder charges,40
13592,Vinnie Jones reveals he has skin cancer,33
13593,Raid on Boston Marathon bombing suspect captured on film,48
13595,Oil firm asked rogue trader about meeting with minister,47
13596,Death toll in Kenya bus attack rises to six,35
13597,Australian PM insists no argument with Indonesia,42
13598,Peacekeeper killed in Abyei clash,29
13599,Stocks fall on third day of government shutdown,40
